order_id,day_id,missing_information,inserted_at,updated_at,order_items
akhhe9ucxa6ixca,0,False,2025-09-10 09:35:13.207Z,2025-09-15 10:12:03.370Z,"[{""order_item_id"":""hdfzps4r53cb1ng"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""v1oxfgl5iunognb"",""key"":""Ekstra"",""value"":""Espresso""},{""customization_id"":""iysakmjrryltiqc"",""key"":""Smak"",""value"":""Vanilje""}]}]"
am2j4durly9ydfc,120,False,2025-09-22 08:28:56.138Z,2025-09-22 08:35:05.671Z,"[{""order_item_id"":""tk56fs3n0exwmvb"",""item_id"":""btppdqik1t85orf"",""item_name"":""Cappuccino"",""customizations"":[{""customization_id"":""lslfmhzf55kq47m"",""key"":""Ekstra"",""value"":""Espresso""}]}]"
aqof3kulwb903th,105,False,2025-09-15 08:11:25.771Z,2025-09-15 10:12:03.221Z,"[{""order_item_id"":""sylmvydl0kr6xjg"",""item_id"":""0vnkdn968vq64f4"",""item_name"":""Chai Latte"",""customizations"":[{""customization_id"":""rll7wa411f088l4"",""key"":""Ekstra"",""value"":""Espresso""}]}]"
avptv3i7oi5t3dh,0,False,2025-09-09 09:54:28.700Z,2025-09-15 10:12:02.371Z,"[{""order_item_id"":""72onabk0hmsxbyy"",""item_id"":""sgu9ochsi20u0q6"",""item_name"":""Latte"",""customizations"":[{""customization_id"":""oxzq0ua35m5du46"",""key"":""Smak"",""value"":""Vanilje""}]}]"
avviyug6b10b3gf,0,False,2025-09-10 07:22:15.907Z,2025-09-15 10:12:03.233Z,"[{""order_item_id"":""dahhaozs70li8rp"",""item_id"":""sgu9ochsi20u0q6"",""item_name"":""Latte"",""customizations"":[{""customization_id"":""s07b6q648r1y1fn"",""key"":""Smak"",""value"":""Salt karamell""}]}]"
awqtiepy6x2bq75,0,False,2025-09-08 07:32:27.279Z,2025-09-15 10:12:01.733Z,"[{""order_item_id"":""vl7baw6ncxc7x4m"",""item_id"":""fpj4exydv7pnw8j"",""item_name"":""Karamell Frappe"",""customizations"":[{""customization_id"":""6lcvb3e75j45mz2"",""key"":""Kopp"",""value"":""Plastikkopp ""}]}]"
axc4al1d0l3btng,124,False,2025-09-18 07:28:21.465Z,2025-09-18 07:32:32.948Z,"[{""order_item_id"":""drcaxgjvhaxhcog"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""uyztdm2jwt58ixz"",""key"":""Kopp"",""value"":""Egen""}]}]"
aym7xlz14c8e614,172,False,2025-09-15 10:11:18.311Z,2025-09-15 10:12:03.525Z,"[{""order_item_id"":""ta9llk4hh0g8fk4"",""item_id"":""sgu9ochsi20u0q6"",""item_name"":""Latte"",""customizations"":[{""customization_id"":""ca788h1oe5y99in"",""key"":""Melk"",""value"":""Hel""}]}]"
b4z8mb8pdt3i77s,112,False,2025-09-25 08:39:28.591Z,2025-09-25 08:43:23.726Z,"[{""order_item_id"":""hular276y4d5mz5"",""item_id"":""e4s89pfkij3inth"",""item_name"":""Varm Sjokolade m/krem"",""customizations"":[]}]"
b6749rzofvsv3um,143,False,2025-09-15 09:39:37.583Z,2025-09-15 10:12:02.929Z,"[{""order_item_id"":""lotedc6sfgzyq5h"",""item_id"":""0vnkdn968vq64f4"",""item_name"":""Chai Latte"",""customizations"":[{""customization_id"":""l9rkb97nujfefty"",""key"":""Ekstra"",""value"":""Espresso""}]}]"
b9sl0ugda56hri3,0,False,2025-09-08 07:16:54.868Z,2025-09-15 10:12:01.545Z,"[{""order_item_id"":""04k7u9nmystrm1x"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""h4gg47xl0jirr69"",""key"":""Smak"",""value"":""Vanilje""}]}]"
bcjpw9ysxmvx1ev,126,False,2025-09-22 08:32:32.857Z,2025-09-22 08:36:16.248Z,"[{""order_item_id"":""4btprnneta0skaj"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""4bsz0pbohhjsv57"",""key"":""Smak"",""value"":""Vanilje""}]}]"
bd66x0pth6z973i,116,False,2025-09-18 07:20:35.405Z,2025-09-18 07:32:35.523Z,"[{""order_item_id"":""shjy1sb6r1k03kx"",""item_id"":""sgu9ochsi20u0q6"",""item_name"":""Latte"",""customizations"":[{""customization_id"":""y6u47x06rsap77r"",""key"":""Kopp"",""value"":""Egen""},{""customization_id"":""8w9tp9syrbfnfgo"",""key"":""Smak"",""value"":""Salt karamell""},{""customization_id"":""zdpleiccvme5frg"",""key"":""Ekstra"",""value"":""Espresso""}]}]"
bdsp9vz7gggiauw,140,False,2025-09-23 10:07:49.667Z,2025-09-23 10:19:09.606Z,"[{""order_item_id"":""fbpqjlx4idwtyj5"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""39srqttusu7uhy8"",""key"":""Smak"",""value"":""Salt karamell""}]}]"
bdvakrjqt1a4qaf,131,False,2025-09-25 09:44:14.248Z,2025-09-25 09:58:55.448Z,"[{""order_item_id"":""w0skjlqzmhervyp"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""zd4zavegkqer486"",""key"":""Smak"",""value"":""Salt karamell""}]}]"
be5r8bjlwv1uj25,116,False,2025-09-22 08:26:45.765Z,2025-09-22 08:31:57.235Z,"[{""order_item_id"":""uf21f8kawofikoy"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""jxkojfemvxiv6bp"",""key"":""Smak"",""value"":""Salt karamell""},{""customization_id"":""qbpsktdyg2avto2"",""key"":""Melk"",""value"":""Havre""}]}]"
bem3azzzk8sx0cg,103,False,2025-09-25 08:32:19.670Z,2025-09-25 08:41:30.663Z,"[{""order_item_id"":""xmuv0n4sva2gok0"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""4rw8un0huo45t2w"",""key"":""Smak"",""value"":""Vanilje""}]}]"
bfxnk9j0y8adw8e,0,False,2025-09-10 07:21:04.228Z,2025-09-15 10:12:03.235Z,"[{""order_item_id"":""a5rpy6b8a2qes2i"",""item_id"":""qxbwk37iqt9hwgp"",""item_name"":""Is Matcha"",""customizations"":[]}]"
bm7ptm40i687m95,0,False,2025-09-08 09:37:49.450Z,2025-09-15 10:12:02.020Z,"[{""order_item_id"":""zzu7qy171iwhum1"",""item_id"":""fpj4exydv7pnw8j"",""item_name"":""Karamell Frappe"",""customizations"":[]}]"
bo3bdtw7omljsyn,136,False,2025-09-18 08:33:43.654Z,2025-09-18 08:35:42.951Z,"[{""order_item_id"":""8p8x61606nfyj4u"",""item_id"":""62j3ati77f905c5"",""item_name"":""Klippekort 6"",""customizations"":[]}]"
boyr7ca506tgsej,154,False,2025-09-23 10:17:42.557Z,2025-09-23 10:21:45.953Z,"[{""order_item_id"":""2gijzs5m6sgouc8"",""item_id"":""e4s89pfkij3inth"",""item_name"":""Varm Sjokolade m/krem"",""customizations"":[]}]"
br4sv5t2mk2tczk,143,False,2025-09-25 09:51:04.904Z,2025-09-25 09:59:49.892Z,"[{""order_item_id"":""lz6d157yeidu1dl"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""55h4bskg7jpwt9d"",""key"":""Smak"",""value"":""Salt karamell""},{""customization_id"":""g5ualjzb1ajkie7"",""key"":""Kopp"",""value"":""Egen""}]}]"
bvww8fciw410nal,162,False,2025-09-15 09:53:09.356Z,2025-09-15 10:12:03.078Z,"[{""order_item_id"":""wvo5qbzre9829iq"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""l7wfxvnrso8zmml"",""key"":""Smak"",""value"":""Salt karamell""}]}]"
c1jr8b0uz6o2ahy,0,False,2025-09-08 09:34:21.409Z,2025-09-15 10:12:01.992Z,"[{""order_item_id"":""pbohjzk0v1ucu4n"",""item_id"":""fpj4exydv7pnw8j"",""item_name"":""Karamell Frappe"",""customizations"":[]}]"
c1pcfrl4f6unrbp,137,False,2025-09-18 08:34:29.607Z,2025-09-18 08:36:11.089Z,"[{""order_item_id"":""n09wv7sllndmesi"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""76o5gvxxhuav9n3"",""key"":""Kopp"",""value"":""Egen""},{""customization_id"":""2aqdkccu8n1ipak"",""key"":""Ekstra"",""value"":""Espresso""}]}]"
c63j0gx53l9slht,0,False,2025-09-10 07:20:28.532Z,2025-09-15 10:12:03.210Z,"[{""order_item_id"":""camdg03wm5hi5iq"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""tb20fbbdr559srg"",""key"":""Smak"",""value"":""Salt karamell""}]}]"
c75vqaa07qo6h6l,129,False,2025-09-15 08:33:08.982Z,2025-09-15 10:12:03.443Z,"[{""order_item_id"":""byxpuzbzxaqhymy"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""bhzk9cvfp6heolc"",""key"":""Kopp"",""value"":""Egen""},{""customization_id"":""t3bbs9s7z2c3qx4"",""key"":""Smak"",""value"":""Vanilje""},{""customization_id"":""ksm2rpdn4nwd7c2"",""key"":""Melk"",""value"":""Laktosefri""}]}]"
c76brj6xt6ja724,0,False,2025-09-10 09:36:37.715Z,2025-09-15 10:12:03.350Z,"[{""order_item_id"":""92b694hrjh2k7yx"",""item_id"":""e4s89pfkij3inth"",""item_name"":""Varm Sjokolade m/krem"",""customizations"":[{""customization_id"":""ti0hlzdn9aepkx9"",""key"":""Kopp"",""value"":""Stor""}]}]"
c91c2rva5nujtn9,144,False,2025-09-15 09:40:51.060Z,2025-09-15 10:12:02.911Z,"[{""order_item_id"":""4dm1nxzlq98a44z"",""item_id"":""e4s89pfkij3inth"",""item_name"":""Varm Sjokolade m/krem"",""customizations"":[]}]"
caqk2acrhmzk0nn,0,False,2025-09-09 08:00:12.788Z,2025-09-15 10:12:02.043Z,"[{""order_item_id"":""si0pf3jbi3x65r1"",""item_id"":""btppdqik1t85orf"",""item_name"":""Cappuccino"",""customizations"":[{""customization_id"":""o9wekm2pwxyz0ms"",""key"":""Kopp"",""value"":""Stor""}]}]"
cgn967hz2f0ujd1,138,False,2025-09-18 08:36:04.011Z,2025-09-18 08:36:25.844Z,"[{""order_item_id"":""9fujc4jrm7bwjo4"",""item_id"":""sgu9ochsi20u0q6"",""item_name"":""Latte"",""customizations"":[{""customization_id"":""cosyzznv3y2r4g7"",""key"":""Smak"",""value"":""Vanilje""},{""customization_id"":""cqt08qjvkyzjh6r"",""key"":""Melk"",""value"":""Havre""},{""customization_id"":""yj1ek9ayjcp0ba4"",""key"":""Kopp"",""value"":""Egen""},{""customization_id"":""2p7crnlpr98mgnu"",""key"":""Annet"",""value"":""Klippekort""}]}]"
ckqi27q3svq8o3s,0,False,2025-09-09 10:12:50.602Z,2025-09-15 10:12:02.508Z,"[{""order_item_id"":""rqebjbnec1nvyom"",""item_id"":""fpj4exydv7pnw8j"",""item_name"":""Karamell Frappe"",""customizations"":[{""customization_id"":""fefyvbcei4pxuxu"",""key"":""Kopp"",""value"":""Egen""},{""customization_id"":""4uh9yhi0p9szu38"",""key"":""Annet"",""value"":""Klippekort""}]}]"
clqprd8p7ibd76h,0,False,2025-09-08 07:14:53.906Z,2025-09-15 10:12:01.533Z,"[{""order_item_id"":""pax22wuanlncy8w"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""3numi878oj9rozs"",""key"":""Smak"",""value"":""Hassel""},{""customization_id"":""eaw4w6d0zj4rr12"",""key"":""Kopp"",""value"":""Egen""},{""customization_id"":""x6lc5aku2q8vtvu"",""key"":""Melk"",""value"":""Hel""}]}]"
cq8himhc05vg0l1,170,False,2025-09-15 10:02:34.703Z,2025-09-15 10:12:03.102Z,"[{""order_item_id"":""5bzdf55m20p991h"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""7uh57bvxh1jp4df"",""key"":""Smak"",""value"":""Salt karamell""},{""customization_id"":""00x0bbqdkn5m4rv"",""key"":""Kopp"",""value"":""Stor""}]}]"
cr8hlg7azr15569,141,False,2025-09-22 09:41:19.745Z,2025-09-22 09:48:25.259Z,"[{""order_item_id"":""tb3aypnxy7my7rd"",""item_id"":""fpj4exydv7pnw8j"",""item_name"":""Karamell Frappe"",""customizations"":[]}]"
cr9oiyrv4mn0yz6,114,False,2025-09-18 07:19:10.326Z,2025-09-18 07:32:36.851Z,"[{""order_item_id"":""6fxf8v7j6ngb44y"",""item_id"":""e4s89pfkij3inth"",""item_name"":""Varm Sjokolade m/krem"",""customizations"":[{""customization_id"":""33auglazi21vrqh"",""key"":""Kopp"",""value"":""Egen""}]}]"
cralgjimkg52oe3,104,False,2025-09-12 08:47:52.541Z,2025-09-15 10:12:03.367Z,"[{""order_item_id"":""74u4t0eci0re8ac"",""item_id"":""sgu9ochsi20u0q6"",""item_name"":""Latte"",""customizations"":[]}]"
d02ab5j1hk6s8pt,131,False,2025-09-15 08:34:35.789Z,2025-09-15 10:12:03.420Z,"[{""order_item_id"":""yw5bfjbd00hu7zc"",""item_id"":""sgu9ochsi20u0q6"",""item_name"":""Latte"",""customizations"":[{""customization_id"":""177jizo9f6uqvcx"",""key"":""Smak"",""value"":""Salt karamell""},{""customization_id"":""hn5cfcch6stbcse"",""key"":""Kopp"",""value"":""Egen""}]}]"
d2okh12zx1dllf2,0,False,2025-09-10 07:52:09.972Z,2025-09-15 10:12:02.646Z,"[{""order_item_id"":""lci97u0sfynci9c"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""zcaa38oecn1sh1l"",""key"":""Smak"",""value"":""Salt karamell""}]}]"
d328t11ruxp7bzy,0,False,2025-09-08 09:44:29.666Z,2025-09-15 10:12:02.026Z,"[{""order_item_id"":""aex2wjjcmqkpq5k"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""jjdfshlvvl90lj3"",""key"":""Smak"",""value"":""Salt karamell""}]}]"
d6zzgyf2iqhxg8i,104,False,2025-09-15 08:09:29.299Z,2025-09-15 10:12:02.879Z,"[{""order_item_id"":""3j3nvak99lxrxo6"",""item_id"":""9u0dihc91cpdzbb"",""item_name"":""Iste, Fersken"",""customizations"":[]}]"
d90bggzb5qh6vij,0,False,2025-09-10 06:46:25.605Z,2025-09-15 10:12:02.871Z,"[{""order_item_id"":""94nwkntts76blg1"",""item_id"":""3lcgplzn9do9zi3"",""item_name"":""Varm sjokolade u/krem"",""customizations"":[{""customization_id"":""n4jk7mqv1ce91ke"",""key"":""Ekstra"",""value"":""Krem""},{""customization_id"":""em65hhmm6gha6nr"",""key"":""Kopp"",""value"":""Plastikkopp ""}]}]"
d92coibj4pfa4yk,0,False,2025-09-08 07:01:26.944Z,2025-09-15 10:12:01.427Z,"[{""order_item_id"":""b4xq6hlqlhcl8le"",""item_id"":""518lpc8779aea1f"",""item_name"":""Kjeks"",""customizations"":[]},{""order_item_id"":""7yxsutzckoxxvy8"",""item_id"":""518lpc8779aea1f"",""item_name"":""Kjeks"",""customizations"":[]},{""order_item_id"":""vdwfpwkjfdszu3r"",""item_id"":""518lpc8779aea1f"",""item_name"":""Kjeks"",""customizations"":[]}]"
d92o2mkm9w9r4e5,122,False,2025-09-18 07:26:27.604Z,2025-09-18 07:32:33.390Z,"[{""order_item_id"":""wmft3iaqlpnay4u"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""ywck2ue1vm05awb"",""key"":""Kopp"",""value"":""Egen""},{""customization_id"":""lcfz8zipkke271n"",""key"":""Melk"",""value"":""Havre""},{""customization_id"":""vofkkh9o1bxvwoc"",""key"":""Smak"",""value"":""Salt karamell""},{""customization_id"":""tulgkef8adjfan0"",""key"":""Ekstra"",""value"":""Espresso""}]}]"
dackq1a4a238f61,134,False,2025-09-15 08:52:38.779Z,2025-09-15 10:12:03.571Z,"[{""order_item_id"":""05nl03f8ggl0l5b"",""item_id"":""e4s89pfkij3inth"",""item_name"":""Varm Sjokolade m/krem"",""customizations"":[{""customization_id"":""53s5uc2m1nl5xud"",""key"":""Kopp"",""value"":""Egen""}]}]"
db1edr039cz442e,0,False,2025-09-09 09:55:22.521Z,2025-09-15 10:12:02.419Z,"[{""order_item_id"":""flde492vvyehgbv"",""item_id"":""fpj4exydv7pnw8j"",""item_name"":""Karamell Frappe"",""customizations"":[]}]"
dc2k5egnnbev5z6,0,False,2025-09-09 09:37:17.204Z,2025-09-15 10:12:02.366Z,"[{""order_item_id"":""55fbnqevkx9v6h8"",""item_id"":""sgu9ochsi20u0q6"",""item_name"":""Latte"",""customizations"":[{""customization_id"":""2eecc488qozxlme"",""key"":""Smak"",""value"":""Salt karamell""},{""customization_id"":""jfj6xw37tk8qhvw"",""key"":""Kopp"",""value"":""Egen""},{""customization_id"":""41jbau4gb5fsizx"",""key"":""Annet"",""value"":""Klippekort""}]}]"
dhgnpmg5tfejbxa,149,False,2025-09-15 09:44:35.718Z,2025-09-15 10:12:03.001Z,"[{""order_item_id"":""m5z1eyku57k9zta"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""855xtyio10cv2iw"",""key"":""Smak"",""value"":""Salt karamell""}]}]"
dmfsdbjuklyhs1t,110,False,2025-09-18 07:15:40.052Z,2025-09-18 07:32:39.130Z,"[{""order_item_id"":""jsqg5v29e876552"",""item_id"":""fpj4exydv7pnw8j"",""item_name"":""Karamell Frappe"",""customizations"":[{""customization_id"":""6pi02pmakyeacnj"",""key"":""Kopp"",""value"":""Egen""}]}]"
dmvhzjcest6upaz,136,False,2025-09-22 09:38:36.043Z,2025-09-22 09:47:17.783Z,"[{""order_item_id"":""vzludhbrinmkqjm"",""item_id"":""fpj4exydv7pnw8j"",""item_name"":""Karamell Frappe"",""customizations"":[]}]"
dpjw5j0vp7veuho,0,True,2025-09-09 10:15:38.472Z,2025-09-15 10:12:02.570Z,"[{""order_item_id"":""tdsixfhmlkm69da"",""item_id"":""0vnkdn968vq64f4"",""item_name"":""Chai Latte"",""customizations"":[{""customization_id"":""o5x0xnoz388mrbg"",""key"":""Kopp"",""value"":""Egen""}]}]"
dr9vuw71wn8w5ky,228,False,2025-09-16 10:13:20.855Z,2025-09-16 10:21:09.068Z,"[{""order_item_id"":""f1f8lk4utmtogc1"",""item_id"":""fpj4exydv7pnw8j"",""item_name"":""Karamell Frappe"",""customizations"":[]},{""order_item_id"":""38tk77q8hqljuza"",""item_id"":""fpj4exydv7pnw8j"",""item_name"":""Karamell Frappe"",""customizations"":[{""customization_id"":""sm2c0whpe49rsum"",""key"":""Kopp"",""value"":""Egen""}]}]"
dsu0k1uxg485l69,164,False,2025-09-15 09:54:07.770Z,2025-09-15 10:12:03.399Z,"[{""order_item_id"":""f0eum9aeleg7vel"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""etz9x6d22d2bqpb"",""key"":""Smak"",""value"":""Salt karamell""}]}]"
dtul2zk5brwym0m,105,False,2025-09-23 08:04:02.624Z,2025-09-23 08:10:52.445Z,"[{""order_item_id"":""qhvyxtvth7f1lht"",""item_id"":""nt3ioawktdf5t4e"",""item_name"":""Mocca"",""customizations"":[{""customization_id"":""06ppn6worodpnpx"",""key"":""Kopp"",""value"":""Egen""}]}]"
dvhs8rplk7ki3mi,222,False,2025-09-16 10:08:12.881Z,2025-09-16 10:21:11.411Z,"[{""order_item_id"":""gj50xey8oeoodgc"",""item_id"":""fpj4exydv7pnw8j"",""item_name"":""Karamell Frappe"",""customizations"":[]}]"
dxi46ht3xgg88zy,156,False,2025-09-23 10:20:11.633Z,2025-09-23 10:21:42.381Z,"[{""order_item_id"":""o6jr0rzq2rqm12m"",""item_id"":""sgu9ochsi20u0q6"",""item_name"":""Latte"",""customizations"":[{""customization_id"":""wt3caixpmixyerk"",""key"":""Ekstra"",""value"":""Espresso""},{""customization_id"":""gk3vvbkz34clm2h"",""key"":""Melk"",""value"":""Havre""}]}]"
dzs729zb1o84yqg,133,False,2025-09-15 08:50:52.523Z,2025-09-15 10:12:03.488Z,"[{""order_item_id"":""99rl18dts3tt553"",""item_id"":""qxbwk37iqt9hwgp"",""item_name"":""Is Matcha"",""customizations"":[{""customization_id"":""ayyvhyl3hlysmhq"",""key"":""Melk"",""value"":""Mandel""},{""customization_id"":""yif36qip4thu95f"",""key"":""Kopp"",""value"":""Egen""}]}]"
e16gl8gkex6m397,189,False,2025-09-16 08:51:42.751Z,2025-09-16 08:57:07.937Z,"[{""order_item_id"":""ytxoc76zkxbvgyk"",""item_id"":""fpj4exydv7pnw8j"",""item_name"":""Karamell Frappe"",""customizations"":[{""customization_id"":""xw1fa9xu7mvp2m7"",""key"":""Kopp"",""value"":""Egen""}]}]"
e3srl6y1q1hir3q,0,False,2025-09-10 08:56:18.860Z,2025-09-15 10:12:03.332Z,"[{""order_item_id"":""sggc6bk8d4xiqy1"",""item_id"":""g72c5h3d2uuzy03"",""item_name"":""Klippekort 12"",""customizations"":[{""customization_id"":""2b9ywortoltrv8y"",""key"":""Ekstra"",""value"":""Espresso""}]}]"
e80740ks8mqdvdq,0,False,2025-09-09 08:08:17.119Z,2025-09-15 10:12:02.142Z,"[{""order_item_id"":""tt7ivzz76jw45yw"",""item_id"":""btppdqik1t85orf"",""item_name"":""Cappuccino"",""customizations"":[]}]"
e9aw4hhqpokgz6w,235,False,2025-09-16 10:22:44.074Z,2025-09-16 10:27:26.173Z,"[{""order_item_id"":""utu052xtzdw5c0z"",""item_id"":""e4s89pfkij3inth"",""item_name"":""Varm Sjokolade m/krem"",""customizations"":[]}]"
ecrlj5d3tj325s1,121,False,2025-09-15 08:29:18.967Z,2025-09-15 10:12:02.837Z,"[{""order_item_id"":""cxf5gydv8gpm41f"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""7blmpa9183r50ry"",""key"":""Melk"",""value"":""Laktosefri""},{""customization_id"":""itjovkbf714pjqv"",""key"":""Smak"",""value"":""Vanilje""}]}]"
ed5zd23oe4208vn,121,False,2025-09-23 08:52:30.610Z,2025-09-23 09:00:54.583Z,"[{""order_item_id"":""n58r71z3sto5be9"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""nj5ghnj804u2wfy"",""key"":""Kopp"",""value"":""Egen""},{""customization_id"":""5pmkmkdfm78sz51"",""key"":""Smak"",""value"":""Vanilje""},{""customization_id"":""wmfx1u4n05340lr"",""key"":""Ekstra"",""value"":""Espresso""}]}]"
ee8who1gnco34t5,119,False,2025-09-25 08:55:10.906Z,2025-09-25 09:01:51.596Z,"[{""order_item_id"":""wa1m2ymukcla7ru"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""y7i9ptiafaqujru"",""key"":""Melk"",""value"":""Havre""},{""customization_id"":""ewtgvyh30dzrarf"",""key"":""Smak"",""value"":""Salt karamell""}]}]"
eev1spun935mku2,0,False,2025-09-10 06:45:23.184Z,2025-09-15 10:12:02.681Z,"[{""order_item_id"":""n8hghmdgxkpqvrr"",""item_id"":""0vnkdn968vq64f4"",""item_name"":""Chai Latte"",""customizations"":[{""customization_id"":""vs95dffro6jyv4w"",""key"":""Ekstra"",""value"":""Sirup""},{""customization_id"":""snwmbr5ld3xa1qp"",""key"":""Kopp"",""value"":""Egen""}]}]"
ef4kpsv6vr0gxiv,167,False,2025-09-15 09:55:52.066Z,2025-09-15 10:12:03.407Z,"[{""order_item_id"":""a74suebcded70xk"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""zshl60uvtwcy9j7"",""key"":""Smak"",""value"":""Salt karamell""}]}]"
efb5xg72onokcz9,0,False,2025-09-10 07:15:58.969Z,2025-09-15 10:12:02.908Z,"[{""order_item_id"":""n5azkil5o1hw9ct"",""item_id"":""e4s89pfkij3inth"",""item_name"":""Varm Sjokolade m/krem"",""customizations"":[]}]"
efre0ka0xxem8p3,0,False,2025-09-09 10:08:35.896Z,2025-09-15 10:12:02.472Z,"[{""order_item_id"":""djexeuo37ua4abk"",""item_id"":""0vnkdn968vq64f4"",""item_name"":""Chai Latte"",""customizations"":[{""customization_id"":""bsqp5dgtpmb3epo"",""key"":""Kopp"",""value"":""Stor""}]}]"
ei38x77wi47fas8,204,False,2025-09-16 09:11:10.914Z,2025-09-16 09:13:55.472Z,"[{""order_item_id"":""4bo77p7uuwo23n9"",""item_id"":""fpj4exydv7pnw8j"",""item_name"":""Karamell Frappe"",""customizations"":[]}]"
ek503j1ndpqbpeh,159,False,2025-09-22 09:54:47.758Z,2025-09-22 10:05:13.770Z,"[{""order_item_id"":""d2079y1fi8rpabd"",""item_id"":""e4s89pfkij3inth"",""item_name"":""Varm Sjokolade m/krem"",""customizations"":[]}]"
emlz3aur1pms0t5,0,False,2025-09-09 10:07:37.253Z,2025-09-15 10:12:02.505Z,"[{""order_item_id"":""214j5oq9tpuzzdf"",""item_id"":""e4s89pfkij3inth"",""item_name"":""Varm Sjokolade m/krem"",""customizations"":[]}]"
epd1tt5x4nha3hl,0,False,2025-09-10 08:30:16.880Z,2025-09-15 10:12:02.805Z,"[{""order_item_id"":""pi9tomjltfci5pt"",""item_id"":""fpj4exydv7pnw8j"",""item_name"":""Karamell Frappe"",""customizations"":[]}]"
epstwpassm4ig0q,0,False,2025-09-09 10:19:53.941Z,2025-09-15 10:12:02.524Z,"[{""order_item_id"":""ws9emjoonraja1q"",""item_id"":""e4s89pfkij3inth"",""item_name"":""Varm Sjokolade m/krem"",""customizations"":[{""customization_id"":""rmzzb8grxy5g343"",""key"":""Kopp"",""value"":""Egen""}]}]"
ex0es5v5wfphjxv,192,False,2025-09-16 08:53:19.184Z,2025-09-16 09:10:04.277Z,"[{""order_item_id"":""ecp7vclq9lgqi3a"",""item_id"":""yl4u4wnyvp9dnur"",""item_name"":""Mocca Islatte"",""customizations"":[{""customization_id"":""shyyo2uc7b8k28d"",""key"":""Kopp"",""value"":""Egen""}]}]"
eym610afk0lieps,0,True,2025-09-10 08:46:43.663Z,2025-09-15 10:12:02.741Z,"[{""order_item_id"":""pci0e85zdcsqyns"",""item_id"":""qxbwk37iqt9hwgp"",""item_name"":""Is Matcha"",""customizations"":[{""customization_id"":""gi423wjkhlv2t7v"",""key"":""Kopp"",""value"":""Stor""}]}]"
f01t45ulj9luj19,139,False,2025-09-15 09:37:01.461Z,2025-09-15 10:12:03.551Z,"[{""order_item_id"":""evi9slrf6hm0xfv"",""item_id"":""yl4u4wnyvp9dnur"",""item_name"":""Mocca Islatte"",""customizations"":[{""customization_id"":""lttgdeiqng4x05y"",""key"":""Smak"",""value"":""Salt karamell""}]}]"
f0r4gjyy82y8fva,236,False,2025-09-16 10:23:34.785Z,2025-09-16 10:27:26.830Z,"[{""order_item_id"":""yod5ah6yen5a60o"",""item_id"":""btppdqik1t85orf"",""item_name"":""Cappuccino"",""customizations"":[]}]"
f5vbnubpmlqaty9,0,False,2025-09-10 08:33:49.423Z,2025-09-15 10:12:03.151Z,"[{""order_item_id"":""bod37j8bsw9j6xr"",""item_id"":""cc2el8aic3uf906"",""item_name"":""Islatte"",""customizations"":[{""customization_id"":""scoi3il3038bj29"",""key"":""Smak"",""value"":""Vanilje""}]}]"
